NAME;MODEL;FILE_SIZE;ENCODING_TIME;DECODING_TIME
00/002720.bin;1150;68934;19;9
00/002720.bin;1450;195600;23;11
00/002720.bin;1451;139150;16;8
00/002720.bin;1452;33364;4;2
00/002721.bin;1150;67812;19;9
00/002721.bin;1450;194827;23;11
00/002721.bin;1451;138817;16;8
00/002721.bin;1452;33351;4;2
00/002722.bin;1150;64357;19;9
00/002722.bin;1450;190772;24;11
00/002722.bin;1451;136056;16;8
00/002722.bin;1452;31764;4;2
00/002723.bin;1150;63602;19;9
00/002723.bin;1450;189575;23;11
00/002723.bin;1451;137137;17;8
00/002723.bin;1452;31556;4;2
00/002724.bin;1150;62329;19;9
00/002724.bin;1450;187770;23;12
00/002724.bin;1451;137882;17;8
00/002724.bin;1452;31317;4;2
00/002725.bin;1150;61882;19;9
00/002725.bin;1450;187293;23;11
00/002725.bin;1451;137582;17;8
00/002725.bin;1452;31516;4;2
00/002726.bin;1150;60611;19;8
00/002726.bin;1450;185624;23;11
00/002726.bin;1451;136341;17;8
00/002726.bin;1452;31293;4;2
00/002727.bin;1150;60346;19;9
00/002727.bin;1450;184936;23;12
00/002727.bin;1451;136674;17;8
00/002727.bin;1452;32667;4;2
00/002728.bin;1150;60603;19;8
00/002728.bin;1450;184953;23;12
00/002728.bin;1451;137102;17;8
00/002728.bin;1452;33873;4;2
00/002729.bin;1150;59944;20;8
00/002729.bin;1450;184524;23;11
00/002729.bin;1451;137101;17;8
00/002729.bin;1452;34592;4;2
00/002730.bin;1150;59962;18;8
00/002730.bin;1450;183884;23;11
00/002730.bin;1451;136964;17;8
00/002730.bin;1452;35479;4;2
00/002731.bin;1150;61583;19;8
00/002731.bin;1450;185073;23;11
00/002731.bin;1451;139914;17;9
00/002731.bin;1452;37499;4;2
00/002732.bin;1150;61129;18;8
00/002732.bin;1450;183449;23;11
00/002732.bin;1451;138506;17;8
00/002732.bin;1452;37157;4;2
00/002733.bin;1150;60723;19;9
00/002733.bin;1450;181967;23;11
00/002733.bin;1451;135721;17;8
00/002733.bin;1452;35120;4;2
00/002734.bin;1150;61162;18;8
00/002734.bin;1450;181781;22;11
00/002734.bin;1451;134403;17;8
00/002734.bin;1452;34796;4;2
00/002735.bin;1150;62033;19;8
00/002735.bin;1450;184258;23;11
00/002735.bin;1451;135344;17;8
00/002735.bin;1452;37107;4;2
00/002736.bin;1150;63059;19;9
00/002736.bin;1450;186093;23;11
00/002736.bin;1451;134400;16;8
00/002736.bin;1452;35340;4;2
00/002737.bin;1150;60830;18;8
00/002737.bin;1450;182053;23;11
00/002737.bin;1451;129787;16;7
00/002737.bin;1452;32323;4;2
00/002738.bin;1150;62244;18;8
00/002738.bin;1450;183767;23;11
00/002738.bin;1451;132013;16;8
00/002738.bin;1452;32759;4;2
00/002739.bin;1150;60858;19;10
00/002739.bin;1450;184639;24;11
00/002739.bin;1451;133812;16;8
00/002739.bin;1452;33705;4;2
00/002740.bin;1150;59609;19;8
00/002740.bin;1450;184682;23;11
00/002740.bin;1451;133165;16;8
00/002740.bin;1452;33561;4;2
00/002741.bin;1150;62819;19;9
00/002741.bin;1450;189626;23;11
00/002741.bin;1451;135314;16;8
00/002741.bin;1452;35164;4;2
00/002742.bin;1150;63162;19;9
00/002742.bin;1450;189812;23;11
00/002742.bin;1451;135299;16;8
00/002742.bin;1452;35126;4;2
00/002743.bin;1150;61083;19;8
00/002743.bin;1450;185991;23;11
00/002743.bin;1451;130822;16;7
00/002743.bin;1452;34174;4;2
00/002744.bin;1150;65802;19;9
00/002744.bin;1450;190720;23;11
00/002744.bin;1451;131718;15;7
00/002744.bin;1452;34665;4;2
00/002745.bin;1150;63426;19;9
00/002745.bin;1450;186955;23;11
00/002745.bin;1451;128495;15;7
00/002745.bin;1452;34288;4;2
00/002746.bin;1150;60632;19;12
00/002746.bin;1450;182077;23;11
00/002746.bin;1451;126286;15;8
00/002746.bin;1452;35766;5;2
00/002747.bin;1150;59813;20;8
00/002747.bin;1450;182399;24;11
00/002747.bin;1451;127548;16;7
00/002747.bin;1452;40558;6;3
00/002748.bin;1150;58403;18;8
00/002748.bin;1450;180309;23;11
00/002748.bin;1451;125452;16;7
00/002748.bin;1452;42078;6;3
00/002749.bin;1150;60083;19;8
00/002749.bin;1450;182080;24;11
00/002749.bin;1451;126444;16;8
00/002749.bin;1452;44612;7;3
00/002750.bin;1150;57871;18;8
00/002750.bin;1450;177656;24;11
00/002750.bin;1451;122553;16;8
00/002750.bin;1452;48746;9;4
00/002751.bin;1150;57065;18;8
00/002751.bin;1450;175821;24;11
00/002751.bin;1451;118891;16;8
00/002751.bin;1452;50294;9;4
00/002752.bin;1150;57396;18;8
00/002752.bin;1450;176873;27;12
00/002752.bin;1451;117734;16;8
00/002752.bin;1452;50451;9;4
00/002753.bin;1150;58056;18;8
00/002753.bin;1450;180358;25;12
00/002753.bin;1451;118628;16;7
00/002753.bin;1452;48200;9;4
00/002754.bin;1150;59484;19;8
00/002754.bin;1450;185054;25;12
00/002754.bin;1451;120087;16;7
00/002754.bin;1452;43525;7;3
00/002755.bin;1150;62494;20;9
00/002755.bin;1450;190489;26;12
00/002755.bin;1451;121964;15;7
00/002755.bin;1452;39043;6;3
00/002756.bin;1150;62499;19;9
00/002756.bin;1450;192107;25;12
00/002756.bin;1451;121501;15;7
00/002756.bin;1452;35817;5;2
00/002757.bin;1150;63645;20;9
00/002757.bin;1450;194136;25;12
00/002757.bin;1451;121688;15;7
00/002757.bin;1452;35124;4;2
00/002758.bin;1150;63524;20;9
00/002758.bin;1450;194073;25;12
00/002758.bin;1451;120721;15;7
00/002758.bin;1452;34796;4;2
00/002759.bin;1150;63277;20;9
00/002759.bin;1450;194057;25;12
00/002759.bin;1451;120645;15;7
00/002759.bin;1452;34290;4;2
00/002760.bin;1150;62794;20;9
00/002760.bin;1450;192749;25;12
00/002760.bin;1451;123308;15;7
00/002760.bin;1452;35067;4;2
00/002761.bin;1150;61261;19;10
00/002761.bin;1450;189451;24;12
00/002761.bin;1451;123113;15;7
00/002761.bin;1452;35170;4;2
00/002762.bin;1150;59800;19;8
00/002762.bin;1450;186153;24;12
00/002762.bin;1451;121513;15;7
00/002762.bin;1452;33753;4;2
00/002763.bin;1150;58808;19;9
00/002763.bin;1450;182272;24;11
00/002763.bin;1451;119509;15;7
00/002763.bin;1452;33536;4;2
00/002764.bin;1150;58120;19;8
00/002764.bin;1450;179916;23;11
00/002764.bin;1451;119818;16;7
00/002764.bin;1452;34660;5;2
00/002765.bin;1150;60516;19;8
00/002765.bin;1450;182997;23;11
00/002765.bin;1451;123842;16;8
00/002765.bin;1452;37237;5;2
00/002766.bin;1150;59210;18;8
00/002766.bin;1450;181015;23;11
00/002766.bin;1451;122927;16;7
00/002766.bin;1452;36273;5;2
00/002767.bin;1150;58351;18;8
00/002767.bin;1450;179031;23;11
00/002767.bin;1451;122007;16;8
00/002767.bin;1452;34989;5;2
00/002768.bin;1150;58409;18;8
00/002768.bin;1450;179469;23;11
00/002768.bin;1451;120841;15;7
00/002768.bin;1452;33734;4;2
00/002769.bin;1150;57994;18;10
00/002769.bin;1450;179277;23;11
00/002769.bin;1451;119561;15;7
00/002769.bin;1452;32762;4;2
00/002770.bin;1150;55000;18;8
00/002770.bin;1450;174438;23;11
00/002770.bin;1451;114190;15;7
00/002770.bin;1452;29931;4;2
00/002771.bin;1150;55368;18;8
00/002771.bin;1450;174705;23;11
00/002771.bin;1451;113147;14;7
00/002771.bin;1452;27764;3;1
00/002772.bin;1150;54564;18;8
00/002772.bin;1450;173373;23;11
00/002772.bin;1451;109257;14;6
00/002772.bin;1452;26329;3;1
00/002773.bin;1150;54697;18;8
00/002773.bin;1450;173501;26;13
00/002773.bin;1451;107463;13;6
00/002773.bin;1452;26753;3;1
00/002774.bin;1150;56426;18;8
00/002774.bin;1450;175432;23;11
00/002774.bin;1451;107515;13;6
00/002774.bin;1452;27318;3;1
00/002775.bin;1150;57766;18;9
00/002775.bin;1450;177899;23;11
00/002775.bin;1451;107432;13;6
00/002775.bin;1452;26978;3;1
00/002776.bin;1150;58662;19;8
00/002776.bin;1450;179968;23;11
00/002776.bin;1451;106852;13;6
00/002776.bin;1452;25316;3;1
00/002777.bin;1150;59476;19;8
00/002777.bin;1450;181015;23;11
00/002777.bin;1451;106813;12;6
00/002777.bin;1452;23387;2;1
00/002778.bin;1150;60413;19;8
00/002778.bin;1450;184309;24;11
00/002778.bin;1451;108859;13;6
00/002778.bin;1452;23414;2;1
00/002779.bin;1150;61323;19;9
00/002779.bin;1450;187292;24;12
00/002779.bin;1451;110301;13;6
00/002779.bin;1452;23970;2;1
00/002780.bin;1150;61183;19;9
00/002780.bin;1450;188890;25;12
00/002780.bin;1451;112162;13;6
00/002780.bin;1452;24864;3;1
00/002781.bin;1150;60209;19;10
00/002781.bin;1450;188671;24;12
00/002781.bin;1451;114286;14;6
00/002781.bin;1452;25319;3;1
00/002782.bin;1150;57968;19;8
00/002782.bin;1450;185232;24;12
00/002782.bin;1451;112889;14;6
00/002782.bin;1452;23961;3;1
00/002783.bin;1150;57158;19;8
00/002783.bin;1450;184160;24;12
00/002783.bin;1451;113323;14;6
00/002783.bin;1452;23884;3;1
00/002784.bin;1150;55789;19;8
00/002784.bin;1450;182225;24;13
00/002784.bin;1451;114111;15;7
00/002784.bin;1452;24144;3;1
00/002785.bin;1150;55492;19;8
00/002785.bin;1450;180970;24;12
00/002785.bin;1451;115150;15;7
00/002785.bin;1452;24048;3;1
00/002786.bin;1150;54168;18;8
00/002786.bin;1450;179010;24;12
00/002786.bin;1451;116869;15;7
00/002786.bin;1452;25916;3;1
00/002787.bin;1150;54193;18;8
00/002787.bin;1450;178096;24;12
00/002787.bin;1451;119239;16;7
00/002787.bin;1452;27360;3;1
00/002788.bin;1150;52930;18;8
00/002788.bin;1450;176060;24;11
00/002788.bin;1451;118685;16;7
00/002788.bin;1452;27564;3;1
00/002789.bin;1150;53419;18;8
00/002789.bin;1450;175841;24;12
00/002789.bin;1451;118538;16;7
00/002789.bin;1452;27369;3;1
00/002790.bin;1150;50834;18;8
00/002790.bin;1450;171429;23;11
00/002790.bin;1451;116186;16;7
00/002790.bin;1452;27279;4;2
00/002791.bin;1150;51877;18;8
00/002791.bin;1450;172042;23;11
00/002791.bin;1451;117585;16;7
00/002791.bin;1452;28157;4;2
00/002792.bin;1150;54148;18;8
00/002792.bin;1450;174497;23;11
00/002792.bin;1451;119545;16;7
00/002792.bin;1452;28786;4;2
00/002793.bin;1150;55184;18;8
00/002793.bin;1450;175383;23;11
00/002793.bin;1451;121376;16;7
00/002793.bin;1452;29390;4;2
00/002794.bin;1150;51655;18;8
00/002794.bin;1450;170491;23;11
00/002794.bin;1451;119099;16;8
00/002794.bin;1452;29746;4;2
00/002795.bin;1150;54630;18;8
00/002795.bin;1450;175433;23;11
00/002795.bin;1451;122108;16;8
00/002795.bin;1452;30532;4;2
00/002796.bin;1150;54873;18;8
00/002796.bin;1450;177112;23;11
00/002796.bin;1451;121101;16;8
00/002796.bin;1452;29819;4;2
00/002797.bin;1150;54852;18;8
00/002797.bin;1450;177761;23;11
00/002797.bin;1451;119410;16;7
00/002797.bin;1452;29346;4;2
00/002798.bin;1150;54608;18;8
00/002798.bin;1450;178524;23;11
00/002798.bin;1451;117931;16;7
00/002798.bin;1452;28704;4;2
00/002799.bin;1150;55345;19;8
00/002799.bin;1450;180329;24;11
00/002799.bin;1451;116328;15;7
00/002799.bin;1452;26999;3;1
00/002800.bin;1150;55665;19;9
00/002800.bin;1450;181024;24;11
00/002800.bin;1451;115466;15;7
00/002800.bin;1452;26207;3;1
00/002801.bin;1150;57879;19;9
00/002801.bin;1450;184953;24;11
00/002801.bin;1451;116522;14;7
00/002801.bin;1452;26732;3;1
00/002802.bin;1150;56638;19;8
00/002802.bin;1450;184680;24;12
00/002802.bin;1451;115062;14;7
00/002802.bin;1452;26760;12;1
00/002803.bin;1150;59586;21;10
00/002803.bin;1450;189358;28;12
00/002803.bin;1451;115925;14;6
00/002803.bin;1452;27327;3;1
00/002804.bin;1150;59531;20;9
00/002804.bin;1450;188942;24;12
00/002804.bin;1451;114667;14;6
00/002804.bin;1452;28344;3;1
00/002805.bin;1150;53398;19;8
00/002805.bin;1450;180940;24;12
00/002805.bin;1451;110147;14;6
00/002805.bin;1452;28744;3;2
00/002806.bin;1150;58526;21;8
00/002806.bin;1450;187438;24;12
00/002806.bin;1451;113373;14;6
00/002806.bin;1452;30943;4;2
00/002807.bin;1150;52425;18;8
00/002807.bin;1450;177726;24;12
00/002807.bin;1451;108918;14;7
00/002807.bin;1452;30186;4;2
00/002808.bin;1150;51031;18;8
00/002808.bin;1450;174910;24;12
00/002808.bin;1451;108590;14;7
00/002808.bin;1452;31708;5;2
00/002809.bin;1150;49796;18;8
00/002809.bin;1450;170841;24;12
00/002809.bin;1451;108497;15;7
00/002809.bin;1452;34409;6;2
00/002810.bin;1150;49586;19;8
00/002810.bin;1450;169195;24;11
00/002810.bin;1451;109455;15;7
00/002810.bin;1452;37022;6;3
00/002811.bin;1150;48990;17;7
00/002811.bin;1450;168485;24;11
00/002811.bin;1451;109842;15;7
00/002811.bin;1452;37276;6;3
00/002812.bin;1150;49311;18;8
00/002812.bin;1450;170291;24;12
00/002812.bin;1451;111146;16;7
00/002812.bin;1452;37782;6;3
00/002813.bin;1150;48776;17;7
00/002813.bin;1450;170381;24;11
00/002813.bin;1451;108929;15;7
00/002813.bin;1452;35305;6;2
00/002814.bin;1150;48412;17;7
00/002814.bin;1450;170757;24;11
00/002814.bin;1451;107143;15;7
00/002814.bin;1452;33572;5;2
00/002815.bin;1150;48927;18;8
00/002815.bin;1450;172447;24;12
00/002815.bin;1451;107925;15;7
00/002815.bin;1452;32845;5;2
00/002816.bin;1150;49132;18;8
00/002816.bin;1450;173583;24;12
00/002816.bin;1451;107459;15;7
00/002816.bin;1452;31803;5;2
00/002817.bin;1150;49463;18;8
00/002817.bin;1450;174195;24;12
00/002817.bin;1451;108172;15;7
00/002817.bin;1452;31385;5;3
00/002818.bin;1150;50168;18;8
00/002818.bin;1450;176011;24;12
00/002818.bin;1451;109205;16;7
00/002818.bin;1452;30174;5;2
00/002819.bin;1150;50937;18;8
00/002819.bin;1450;176238;24;12
00/002819.bin;1451;108646;15;7
00/002819.bin;1452;28180;4;2
00/002820.bin;1150;51576;18;8
00/002820.bin;1450;177016;24;11
00/002820.bin;1451;108389;14;7
00/002820.bin;1452;26387;4;2
00/002821.bin;1150;52962;18;8
00/002821.bin;1450;178535;24;11
00/002821.bin;1451;109073;14;7
00/002821.bin;1452;25806;4;1
00/002822.bin;1150;53626;19;8
00/002822.bin;1450;180111;24;12
00/002822.bin;1451;108461;15;7
00/002822.bin;1452;23625;3;1
00/002823.bin;1150;54498;19;8
00/002823.bin;1450;181878;24;11
00/002823.bin;1451;107538;14;6
00/002823.bin;1452;21596;3;1
00/002824.bin;1150;55532;19;8
00/002824.bin;1450;183992;24;12
00/002824.bin;1451;107831;14;6
00/002824.bin;1452;20279;2;1
00/002825.bin;1150;56538;19;9
00/002825.bin;1450;186559;24;12
00/002825.bin;1451;108789;13;6
00/002825.bin;1452;20435;2;1
00/002826.bin;1150;56855;19;9
00/002826.bin;1450;187998;24;12
00/002826.bin;1451;108981;13;6
00/002826.bin;1452;20419;2;1
00/002827.bin;1150;57785;20;9
00/002827.bin;1450;189656;25;12
00/002827.bin;1451;109064;13;6
00/002827.bin;1452;19407;2;1
00/002828.bin;1150;58177;20;9
00/002828.bin;1450;190270;25;12
00/002828.bin;1451;108664;13;6
00/002828.bin;1452;17825;2;1
00/002829.bin;1150;58329;19;9
00/002829.bin;1450;190280;25;12
00/002829.bin;1451;108208;13;6
00/002829.bin;1452;16617;2;1
00/002830.bin;1150;57876;19;9
00/002830.bin;1450;189613;24;12
00/002830.bin;1451;106987;13;6
00/002830.bin;1452;15298;1;1
00/002831.bin;1150;57686;20;9
00/002831.bin;1450;188959;25;12
00/002831.bin;1451;106038;13;6
00/002831.bin;1452;14404;1;1
00/002832.bin;1150;58187;19;9
00/002832.bin;1450;188622;24;12
00/002832.bin;1451;106908;13;6
00/002832.bin;1452;14281;1;0
00/002833.bin;1150;57579;19;8
00/002833.bin;1450;186977;24;12
00/002833.bin;1451;106824;13;6
00/002833.bin;1452;13873;1;0
00/002834.bin;1150;58095;19;8
00/002834.bin;1450;186013;24;12
00/002834.bin;1451;107825;13;6
00/002834.bin;1452;13693;1;0
00/002835.bin;1150;58351;19;8
00/002835.bin;1450;184694;24;12
00/002835.bin;1451;107940;13;6
00/002835.bin;1452;13949;1;0
00/002836.bin;1150;58991;19;8
00/002836.bin;1450;184917;23;11
00/002836.bin;1451;109577;13;6
00/002836.bin;1452;14563;1;0
00/002837.bin;1150;59210;19;8
00/002837.bin;1450;184031;23;11
00/002837.bin;1451;110517;13;6
00/002837.bin;1452;15051;1;0
00/002838.bin;1150;59423;19;8
00/002838.bin;1450;184369;23;11
00/002838.bin;1451;112148;14;7
00/002838.bin;1452;15319;1;1
00/002839.bin;1150;52478;18;8
00/002839.bin;1450;174702;23;11
00/002839.bin;1451;108194;14;7
00/002839.bin;1452;15328;2;1
00/002840.bin;1150;51933;17;8
00/002840.bin;1450;174190;23;11
00/002840.bin;1451;110057;14;7
00/002840.bin;1452;16240;2;1
00/002841.bin;1150;57480;18;8
00/002841.bin;1450;182130;23;11
00/002841.bin;1451;116745;15;7
00/002841.bin;1452;17832;2;1
00/002842.bin;1150;53546;18;8
00/002842.bin;1450;176241;23;11
00/002842.bin;1451;113445;15;7
00/002842.bin;1452;18158;2;1
00/002843.bin;1150;58459;18;8
00/002843.bin;1450;182674;24;11
00/002843.bin;1451;117206;15;7
00/002843.bin;1452;18366;2;1
00/002844.bin;1150;51277;17;7
00/002844.bin;1450;172047;23;11
00/002844.bin;1451;110619;15;7
00/002844.bin;1452;17832;2;1
00/002845.bin;1150;51747;17;7
00/002845.bin;1450;172668;23;11
00/002845.bin;1451;110948;15;7
00/002845.bin;1452;18274;3;1
00/002846.bin;1150;53733;17;7
00/002846.bin;1450;175355;23;11
00/002846.bin;1451;112364;15;7
00/002846.bin;1452;18348;2;1
00/002847.bin;1150;54513;17;8
00/002847.bin;1450;176219;23;11
00/002847.bin;1451;112811;15;7
00/002847.bin;1452;18790;3;1
00/002848.bin;1150;57731;18;8
00/002848.bin;1450;180640;23;11
00/002848.bin;1451;114826;15;7
00/002848.bin;1452;18844;2;1
00/002849.bin;1150;62621;18;8
00/002849.bin;1450;187548;23;12
00/002849.bin;1451;117997;15;7
00/002849.bin;1452;18890;2;1
00/002850.bin;1150;59208;18;8
00/002850.bin;1450;183019;24;12
00/002850.bin;1451;113681;15;7
00/002850.bin;1452;17694;2;1
00/002851.bin;1150;64797;19;8
00/002851.bin;1450;190818;24;12
00/002851.bin;1451;118155;14;7
00/002851.bin;1452;19170;2;1
00/002852.bin;1150;65751;19;9
00/002852.bin;1450;192501;24;12
00/002852.bin;1451;119087;14;7
00/002852.bin;1452;21116;3;1
00/002853.bin;1150;67583;19;9
00/002853.bin;1450;195329;24;12
00/002853.bin;1451;120242;16;10
00/002853.bin;1452;21503;3;1
00/002854.bin;1150;64890;19;8
00/002854.bin;1450;192007;24;12
00/002854.bin;1451;117674;14;7
00/002854.bin;1452;21897;3;1
00/002855.bin;1150;64326;19;9
00/002855.bin;1450;191302;24;12
00/002855.bin;1451;116366;14;7
00/002855.bin;1452;22554;3;1
00/002856.bin;1150;64346;19;8
00/002856.bin;1450;191318;24;12
00/002856.bin;1451;115135;14;7
00/002856.bin;1452;22429;3;1
00/002857.bin;1150;63364;19;8
00/002857.bin;1450;189417;24;12
00/002857.bin;1451;112581;14;7
00/002857.bin;1452;22024;3;1
00/002858.bin;1150;64889;19;8
00/002858.bin;1450;191052;24;12
00/002858.bin;1451;111627;14;6
00/002858.bin;1452;21824;3;1
00/002859.bin;1150;66601;20;9
00/002859.bin;1450;193445;24;12
00/002859.bin;1451;110628;13;6
00/002859.bin;1452;21215;2;1
00/002860.bin;1150;68018;19;9
00/002860.bin;1450;195655;25;12
00/002860.bin;1451;110163;13;6
00/002860.bin;1452;20260;2;1
00/002861.bin;1150;69827;20;9
00/002861.bin;1450;198174;24;12
00/002861.bin;1451;110528;13;6
00/002861.bin;1452;19432;2;1
00/002862.bin;1150;71770;20;9
00/002862.bin;1450;201050;25;12
00/002862.bin;1451;111097;13;6
00/002862.bin;1452;18521;2;1
00/002863.bin;1150;73486;20;9
00/002863.bin;1450;203801;25;12
00/002863.bin;1451;111908;13;6
00/002863.bin;1452;17620;2;1
00/002864.bin;1150;75651;21;9
00/002864.bin;1450;207265;25;12
00/002864.bin;1451;113259;13;6
00/002864.bin;1452;16913;2;1
00/002865.bin;1150;77754;21;10
00/002865.bin;1450;211031;25;12
00/002865.bin;1451;113894;13;6
00/002865.bin;1452;16089;2;1
00/002866.bin;1150;78996;21;11
00/002866.bin;1450;212534;25;12
00/002866.bin;1451;113654;12;6
00/002866.bin;1452;15248;1;1
00/002867.bin;1150;81330;21;10
00/002867.bin;1450;215605;25;13
00/002867.bin;1451;114441;12;6
00/002867.bin;1452;14805;1;0
00/002868.bin;1150;83269;22;10
00/002868.bin;1450;218007;25;12
00/002868.bin;1451;114998;12;6
00/002868.bin;1452;14660;1;0
00/002869.bin;1150;83330;22;10
00/002869.bin;1450;218272;25;12
00/002869.bin;1451;114928;12;6
00/002869.bin;1452;14579;1;0
00/002870.bin;1150;83072;22;10
00/002870.bin;1450;217811;26;12
00/002870.bin;1451;114798;12;6
00/002870.bin;1452;14571;1;0
00/002871.bin;1150;84360;22;10
00/002871.bin;1450;219294;25;12
00/002871.bin;1451;115174;12;6
00/002871.bin;1452;14789;1;0
00/002872.bin;1150;83970;22;10
00/002872.bin;1450;218485;25;12
00/002872.bin;1451;113910;12;6
00/002872.bin;1452;14654;1;0
00/002873.bin;1150;82584;21;10
00/002873.bin;1450;216201;25;12
00/002873.bin;1451;112338;12;5
00/002873.bin;1452;14686;1;0
00/002874.bin;1150;80262;21;10
00/002874.bin;1450;213261;25;12
00/002874.bin;1451;110277;12;5
00/002874.bin;1452;14685;1;0
00/002875.bin;1150;79542;21;10
00/002875.bin;1450;211930;25;12
00/002875.bin;1451;109520;12;5
00/002875.bin;1452;14530;1;0
00/002876.bin;1150;76237;21;11
00/002876.bin;1450;207391;26;12
00/002876.bin;1451;106174;12;5
00/002876.bin;1452;14055;1;0
00/002877.bin;1150;74722;21;9
00/002877.bin;1450;204548;25;12
00/002877.bin;1451;104336;11;6
00/002877.bin;1452;14157;1;0
00/002878.bin;1150;72506;20;9
00/002878.bin;1450;201616;24;12
00/002878.bin;1451;102991;11;5
00/002878.bin;1452;14507;1;0
00/002879.bin;1150;70946;20;9
00/002879.bin;1450;199166;24;12
00/002879.bin;1451;101924;11;5
00/002879.bin;1452;14915;1;0
00/002880.bin;1150;69899;20;9
00/002880.bin;1450;197365;24;12
00/002880.bin;1451;101123;11;5
00/002880.bin;1452;14537;1;0
00/002881.bin;1150;68226;20;9
00/002881.bin;1450;195098;24;12
00/002881.bin;1451;100357;11;5
00/002881.bin;1452;13700;1;0
00/002882.bin;1150;67851;20;9
00/002882.bin;1450;194064;24;12
00/002882.bin;1451;100409;12;6
00/002882.bin;1452;13511;1;0
00/002883.bin;1150;67121;20;10
00/002883.bin;1450;192801;24;12
00/002883.bin;1451;99725;12;5
00/002883.bin;1452;13164;2;0
00/002884.bin;1150;65691;19;9
00/002884.bin;1450;191307;24;12
00/002884.bin;1451;100450;12;6
00/002884.bin;1452;13230;1;0
00/002885.bin;1150;66033;19;9
00/002885.bin;1450;191562;24;12
00/002885.bin;1451;102229;12;6
00/002885.bin;1452;13859;1;1
00/002886.bin;1150;65393;19;9
00/002886.bin;1450;190927;24;12
00/002886.bin;1451;103122;12;6
00/002886.bin;1452;14210;2;1
00/002887.bin;1150;65161;19;9
00/002887.bin;1450;191201;24;12
00/002887.bin;1451;103379;13;6
00/002887.bin;1452;13949;2;1
00/002888.bin;1150;65074;19;9
00/002888.bin;1450;191748;24;12
00/002888.bin;1451;102975;12;6
00/002888.bin;1452;13515;1;1
00/002889.bin;1150;64611;19;9
00/002889.bin;1450;192438;24;12
00/002889.bin;1451;103385;13;6
00/002889.bin;1452;14079;2;1
00/002890.bin;1150;65139;20;9
00/002890.bin;1450;193826;24;14
00/002890.bin;1451;103854;13;6
00/002890.bin;1452;14468;2;1
00/002891.bin;1150;66142;20;9
00/002891.bin;1450;196080;25;12
00/002891.bin;1451;104025;13;6
00/002891.bin;1452;14715;2;1
00/002892.bin;1150;67022;20;9
00/002892.bin;1450;197597;25;12
00/002892.bin;1451;102578;12;6
00/002892.bin;1452;13419;2;1
00/002893.bin;1150;67643;20;9
00/002893.bin;1450;198260;25;12
00/002893.bin;1451;102305;12;6
00/002893.bin;1452;13141;2;1
00/002894.bin;1150;67300;20;9
00/002894.bin;1450;199000;25;12
00/002894.bin;1451;102137;12;6
00/002894.bin;1452;13277;2;1
00/002895.bin;1150;68594;21;9
00/002895.bin;1450;201736;25;12
00/002895.bin;1451;102078;12;5
00/002895.bin;1452;12382;1;0
00/002896.bin;1150;69353;21;9
00/002896.bin;1450;203009;25;12
00/002896.bin;1451;101085;12;5
00/002896.bin;1452;11688;1;0
00/002897.bin;1150;69698;21;9
00/002897.bin;1450;204007;25;13
00/002897.bin;1451;100475;11;5
00/002897.bin;1452;10935;1;0
00/002898.bin;1150;71920;21;10
00/002898.bin;1450;207620;25;13
00/002898.bin;1451;100952;11;5
00/002898.bin;1452;9874;1;0
00/002899.bin;1150;72907;21;10
00/002899.bin;1450;208977;25;12
00/002899.bin;1451;100474;11;5
00/002899.bin;1452;9181;1;0
00/002900.bin;1150;73788;22;10
00/002900.bin;1450;209579;26;12
00/002900.bin;1451;100597;11;5
00/002900.bin;1452;9043;0;0
00/002901.bin;1150;73923;22;10
00/002901.bin;1450;210296;26;12
00/002901.bin;1451;100791;11;5
00/002901.bin;1452;9658;1;0
00/002902.bin;1150;76738;22;10
00/002902.bin;1450;213129;25;12
00/002902.bin;1451;102550;11;5
00/002902.bin;1452;10542;1;0
00/002903.bin;1150;74027;21;10
00/002903.bin;1450;210564;25;13
00/002903.bin;1451;101429;11;5
00/002903.bin;1452;10289;1;0
00/002904.bin;1150;73576;22;10
00/002904.bin;1450;209756;25;12
00/002904.bin;1451;101146;11;5
00/002904.bin;1452;10272;1;0
00/002905.bin;1150;73917;22;10
00/002905.bin;1450;209862;25;12
00/002905.bin;1451;101596;11;5
00/002905.bin;1452;10623;1;0
00/002906.bin;1150;73902;21;10
00/002906.bin;1450;209873;25;12
00/002906.bin;1451;101303;11;5
00/002906.bin;1452;10508;1;0
00/002907.bin;1150;73025;21;10
00/002907.bin;1450;208789;26;12
00/002907.bin;1451;100665;11;5
00/002907.bin;1452;9091;0;0
00/002908.bin;1150;72559;21;10
00/002908.bin;1450;208050;25;12
00/002908.bin;1451;100509;11;5
00/002908.bin;1452;9302;1;0
00/002909.bin;1150;72590;21;10
00/002909.bin;1450;208152;25;12
00/002909.bin;1451;100850;11;5
00/002909.bin;1452;9981;1;0
00/002910.bin;1150;72602;21;10
00/002910.bin;1450;208142;26;12
00/002910.bin;1451;101605;11;5
00/002910.bin;1452;10461;1;0
00/002911.bin;1150;72800;21;10
00/002911.bin;1450;208665;25;12
00/002911.bin;1451;102186;11;5
00/002911.bin;1452;11446;1;0
00/002912.bin;1150;72253;21;10
00/002912.bin;1450;207561;25;12
00/002912.bin;1451;101401;11;5
00/002912.bin;1452;11230;1;0
00/002913.bin;1150;72343;21;10
00/002913.bin;1450;207457;25;12
00/002913.bin;1451;102039;11;5
